OBJECTID,LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID,Shape__Area,Shape__Length
150,Pinecrest Village,Pinecrest Village Park,161,Park,Neighborhood,7.12268521,Yes,1963,None,SW,2,4,Chase St & Lehigh Av,154331,5300 W Lehigh Ave,,Denver,CO,,39.64668314,-105.05556157,PK,"Playground, Baseball / Softball Field, Soccer Field, Benches, Horseshoe Pits, Bike/Pedestrian Path",ParkArt_Pinecrest Village Park.pdf,pinecrestvillagepark.jpg,Yes,6/25/2009 12:00:00 AM,d762bfde-e6e2-4314-96a4-a8d3ba31bd93,310262.923339844,2310.00905637308
151,Pinehurst,Pinehurst Park,159,Park,Neighborhood,13.6993005,Yes,1975,None,SW,2,4,Quincy Av & Wolff St,366224,4600 W Quincy Ave,,Denver,CO,,39.63758808,-105.0474722,PK,"Picnic Shelter, Picnic Tables, Benches, Playground, Basketball Court, Soccer Field, Bike/Pedestrian Path, Drinking Fountain",ParkArt_Pinehurst Park.pdf,pinehurstpark.jpg,Yes,6/25/2009 12:00:00 AM,ecc527e3-8be9-4ade-9b35-808fbef8636f,596739.141601563,3266.16231938918
153,Cook,Cook (Judge Joseph E) Park,763,Park,Community,37.85871975,Yes - 1956,1954,None,E,6,3,Florida Av & Monaco Pkwy,190239,7100 E Cherry Creek South Dr,,Denver,CO,,39.68719896,-104.91017135,PK,"Recreation Center, Outdoor Pool, Benches, Picnic Shelter, Picnic Tables, Playground, Restroom, Drinking Fountain, Basketball Court, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field, Natural Areas, Picnic Area, Fitness Equipment",ParkArt_Cook (Judge Joseph E) Park.pdf,cookpark.jpg,Yes,12/12/2008 12:00:00 AM,e78eb4e3-3168-49f9-bc40-8aaa0c0c328c,1649119.23486328,6496.39100258613
154,Babi-Yar,Babi-Yar Park,601,Park,Community,25.21047779,Partial - 1970,1970,2009,E,4,3,Havana St & Parker Rd,140903,10451 E Yale Ave,,Denver,CO,,39.669062,-104.86810206,PK,"Benches, Fountain, Memorial / Monument, Natural Areas, Bike/Pedestrian Path, Parking Lot",ParkArt_Babi-Yar Park.pdf,babiyarpark.jpg,No,1/9/2009 12:00:00 AM,df5c3141-3587-4786-8041-265bafee3c67,1098164.02099609,4761.55572937347
155,Garland & Saratoga,Unnamed Garland & Saratoga Park,166,Park,Neighborhood,5.05658911,Yes - 2007,1979,None,SW,2,4,Garland St & Saratoga Pl,366375,4901 S Garland St,,Denver,CO,,39.62715529,-105.10346507,PK,"Benches, Picnic Tables, Playground, Bike/Pedestrian Path, Flower Beds",ParkArt_Unnamed Garland and Saratoga Park.pdf,garlandsaratogapark.jpg,Yes,11/10/2008 12:00:00 AM,6d364de9-085c-4f41-a725-eb2f741a9b73,220264.138183594,2187.57251615256
159,Pulaski,Pulaski Park,319,Park,Neighborhood,8.80695423,Yes - 1956,1947,None,E,5,3,Bayaud Av & Steele St.,85101,3300 E Bayaud Ave,,Denver,CO,,39.71306146,-104.94748978,PK,"Drinking Fountain, Picnic Tables, Playground, Restroom, Tennis Court, Gates Tennis Center, Picnic Area",ParkArt_Pulaski Park.pdf,pulaskipark.jpg,No,12/12/2008 12:00:00 AM,714877ef-6359-4e1d-af7f-a3ec8abca560,383629.394042969,5689.26495030214
160,West-Bar-Val-Wood,West-Bar-Val-Wood Park,838,Park,Neighborhood,12.66436358,Yes - 1956,1955,None,SW,3,4,Bayaud Av & Tejon St,78224,2001 W Cedar Ave,,Denver,CO,,39.71393486,-105.01275942,PK,"Picnic Tables, Playground, Basketball Court, Football Field, Baseball / Softball Field, Bleachers, Bike/Pedestrian Path",ParkArt_West-Bar-Val-Wood Park.pdf,wesbarvalwoodpark.jpg,Yes,2/26/2009 12:00:00 AM,b2c92003-b63d-415a-9076-a711ce8bc470,551657.472167969,3046.83494066088
162,Argo,Argo Park,212,Park,Community,12.05144381,Yes - 1956,1906,None,NW,9,2,47th Av & Logan St,181372,4700 N Logan St,,Denver,CO,,39.78376716,-104.9821707,PK,"Picnic Tables, Picnic Shelter, Playground, Outdoor Pool, Basketball Court, Football Field, Soccer Field, Baseball / Softball Field",ParkArt_Argo Park.pdf,argopark.jpg,No,5/1/2013 12:00:00 AM,2d7a8e6a-66a0-4f30-90c3-c1917fca0f1d,524958.779580057,4285.83208887062
163,Berkeley & Burlington,Unnamed Berkeley & Burlington Park,021,Park,Pocket,0.27356381,Yes - 1956,1946,None,NW,1,1,Berkeley Pl & Burlington Pl,366282,1800 W Berkeley Pl,,Denver,CO,,39.79015395,-105.00860883,,Passive Open Space, ,no_imagerec.gif,No,10/3/2017 12:00:00 AM,02ac3d1f-0235-4ee3-8563-b7a4a14be161,11916.392578125,490.492232866457
165,La Alma / Lincoln,La Alma / Lincoln Park,315,Park,Community,15.04025513,Yes - 1956,1885,None,Downtown,3,6,11th Av & Mariposa St,163468,1325 W 11th Ave,,Denver,CO,,39.73526876,-105.00406227,PK,"Recreation Center, Playground, Amphitheater, Outdoor Pool, Basketball Court, Picnic Shelter, Picnic Tables, Benches, Football Field, Tennis Court, Baseball / Softball Field, Picnic Area, Fitness Equipment, Skate Park",ParkArt_La Alma _ Lincoln Park.pdf,lincolnpark.jpg,Yes,1/21/2009 12:00:00 AM,d012e8ae-79db-4cad-810d-039f28973e66,655150.892578125,3374.80108951151
167,Montclair,Montclair Park,408,Park,Neighborhood,2.35622461,Yes - 1956,1886,None,E,5,3,12th Av & Oneida St,174685,6820 E 12th Ave,,Denver,CO,,39.73499474,-104.90877801,PK,"Historic Site,  Montclair Civic Building (The Molkery), Benches, Picnic Tables, Playground, Horseshoe Pits, Tennis Court, Picnic Area",ParkArt_Montclair Park.pdf,montclairpark.jpg,Yes,12/2/2008 12:00:00 AM,7fe029e2-0144-48cb-b624-d7cfef9c6aef,102636.732910156,1309.64114487938
169,Denison,Denison Park,458,Park,Neighborhood,2.40182484,Yes - 2014,1977,None,E,5,3,11th Av & Quebec St,356921,1105 N Quebec St,,Denver,CO,,39.73354294,-104.90401965,PK,"Benches, Picnic Tables, Playground, Basketball Court, Horseshoe Pits",ParkArt_Denison Park.pdf,dennisonpark.jpg,Yes,2/5/2013 12:00:00 AM,6de99f60-9425-41b8-8b9a-d68861397cdd,104623.070800781,1324.13670351129
171,Westwood Utility,Westwood Utility Easement,812,Park,Linear,3.44300785,Not Eligible,N/A - XCEL (1980s),N/A,SW,3,4,Kentucky Av & Perry St,,950 S Osceola St,,Denver,CO,,39.69952572,-105.03793482,,"Open Space, Natural Areas, Community Garden, Bike/Pedestrian Path",ParkArt_Westwood Utility Easement.pdf,no_imagerec.gif,Yes,6/8/2009 12:00:00 AM,feadc8be-f7e6-4d68-83a2-aacc0244bca6,149976.82421875,4383.50938718527
172,Mayfair,Mayfair Park,432,Park,Neighborhood,4.89125412,Yes,1995,None,E,5,3,10th Av & Ivy St,356590,1000 N Ivy St,,Denver,CO,,39.73228575,-104.92055651,PK,"Benches, Picnic Tables, Playground, Basketball Court, Bike/Pedestrian Path, Flower Beds, Natural Areas",ParkArt_Mayfair Park.pdf,mayfairpark.jpg,Yes,12/2/2008 12:00:00 AM,2963d3c6-700e-4f17-999c-eff8a80933e6,213062.180664063,2178.88458630504
174,Quality Hill,Quality Hill Park,342,Park,Pocket,0.28167281,Yes,1979,None,Downtown,10,6,10th Av & Pennsylvania St,366226,450 E 10th Ave,,Denver,CO,,39.73178373,-104.9813802,PK,"Benches, Picnic Tables, Plaza, Drinking Fountain",ParkArt_Quality Hill Park.pdf,qualityhillpark.jpg,Yes,1/21/2009 12:00:00 AM,45048d3c-3bb4-483b-b252-800a887d37fc,12269.6181640625,446.013621999993
176,Corwina,Corwina Park,M11,Park,Mountain,277.84825983,Yes,1916,2008,MP,None,None,,,25280 Highway 74,,Evergreen,CO,80439,39.65998442,-105.28018998,MP,"Historic Shelter, Picnic Area, Tables, Restroom, Hiking Trails, Panorama Point Trail, Bear Creek Trail",Corwina_ParkMap.pdf,Corwinapark.jpg,,5/21/2010 12:00:00 AM,a8706c2d-4e23-40ba-b2ef-8ec878190294,12103021.7861328,15723.3597168754
177,Bow Mar Heights,Bow Mar Heights Park,151,Park,Neighborhood,17.95708813,Yes,1974,None,SW,2,4,Newton St & Rutgers Pl,,4000 W Rutgers Pl,,Denver,CO,,39.63502313,-105.03932801,PK,"Benches, Picnic Tables, Natural Areas, Bike/Pedestrian Path",ParkArt_Bow Mar Heights Park.pdf,bowmarheightspark.jpg,Yes,11/7/2008 12:00:00 AM,27b4ce14-8fa9-486f-be6a-8ae895a50ac8,782207.631347656,4721.45337235535
178,Wallace,Wallace (George M) Park,612,Park,Neighborhood,24.82117685,Yes,1967,1983,E,4,3,Belleview Av & DTC Blvd,,4700 SDTC Blvd,,Denver,CO,,39.62910513,-104.89019941,PK,"Benches, Picnic Tables, Playground, Flower Beds, Bike/Pedestrian Path, Goldsmith Gulch Trail",ParkArt_Wallace (George M) Park.pdf,wallacepark.jpg,Yes,6/25/2009 12:00:00 AM,1a8da1d6-3237-4fd7-81b6-dcd00242eb08,1081206.13476563,6636.07151934723
179,Daniels,Daniels Park,M14,Park,Mountain,984.47608759,Yes,"1920, 1937",2008,MP,None,None,,,8615 North Daniels Park Road,,Sedalia,CO,80135,39.48269378,-104.92991576,MP,"Historic Picnic Shelter, Picnic Area, Tables, Restroom, Bison Preserve, Historic Ranch, Scenic Views, Daniels Park Trail, Overlooks",Daniels_Parkmap.pdf,danielspark.jpg,Yes,7/16/2010 12:00:00 AM,2fa92566-5c87-4733-9cbb-68d87c28ef2b,42883606.8432617,67225.7876316396
180,Wallace North,Wallace (George M) Park North,611,Park,Neighborhood,7.72985673,Yes,1967,1983,E,4,3,Temple Av & DTC Blvd,,4600 S DTC Blvd,,Denver,CO,,39.63316937,-104.89229852,,"Benches, Bike/Pedestrian Path, Goldsmith Gulch Trail",ParkArt_Wallace (George M) Park North.pdf,wallacepark.jpg,Yes,6/25/2009 12:00:00 AM,61dfff59-555b-4724-aec0-28c7d9d43a65,336711.21875,3181.89737091653
181,Weir Gulch Marina,Weir Gulch Marina Park,917,Park,Neighborhood,6.67493161,Yes - 2015,1972,2010,NW,3,1,9th Av & Platte River,70524,2620 W 9th Ave,,Denver,CO,,39.73085317,-105.02010949,PK,"Benches, Picnic Tables, Playground, Bike/Pedestrian Path, South Platte River Trail, Weir Gulch Trail, River Access",ParkArt_Weir Gulch Marina Park.pdf,weirgulchmarinapark.jpg,No,12/26/2014 12:00:00 AM,97f76159-d0bf-46ff-9170-4a9fa0515b4a,290758.857428908,5859.49095535509
182,Kittredge,Kittredge Park,461,Park,Neighborhood,2.21569792,Yes,1975,None,E,5,3,8th Av & Oneida St,128189,851 N Olive St,,Denver,CO,,39.72989403,-104.90750414,PK,"Benches, Picnic Tables, Playground, Softball Field, Bike/Pedestrian Path, Drinking Fountain",ParkArt_Kittredge Park.pdf,kittredgepark.jpg,Yes,12/2/2008 12:00:00 AM,529235f6-5642-43d3-8454-b3a2a2605656,96515.4145507813,1263.03583526998
183,Capitol Hill Reservoir,Capitol Hill Reservoir,303,Park,Athletic Complex,7.07469232,Not Eligible,N/A - DW (1960s),None,E,10,3,9th Av & Elizabeth St,,950 N Josephine St,,Denver,CO,,39.73201389,-104.95761398,,Soccer Field Complex,ParkArt_Capitol Hill Reservoir.pdf,no_imagerec.gif,No,10/7/2009 12:00:00 AM,13686bb6-96e5-40c8-94dd-96a391d715ed,308172.365234375,2332.89833806813
184,Southwest Auto,Southwest Auto Park,180,Park,Neighborhood,1.54224067,Yes - 2014,1988,None,SW,2,4,Union Av & Balsam Way,156198,8301 W Union Ave,,Denver,CO,,39.63164095,-105.09141262,PK,"Bike/Pedestrian Path, Tennis Court, Drinking Fountain, Benches",ParkArt_Southwest Auto Park.pdf,southwestautopark.jpg,Yes,8/31/2009 12:00:00 AM,942632d7-d52e-46e4-8541-39385424ebb4,67179.7387695313,1583.4370779331
186,Grant-Humphrey's,Grant-Humphrey's Mansion Park,338,Park,Special Use,1.88431885,Yes,1977,None,Downtown,7,6,8th Av & Pearl St,356998,750 N Pennsylvania St,,Denver,CO,,39.72821502,-104.98062272,<Null>,"Historical Site, Grant-Humphrey's Mansion",ParkArt_Grant-Humphrey's Mansion Park.pdf,granthumphreyspark.jpg,Yes,1/22/2009 12:00:00 AM,88c8b81b-2c8a-4664-babb-dc60557ecd5d,82080.6010742188,1266.5983935463
187,Governors,Governors Park,316,Park,Neighborhood,1.9767568,Yes,1966,None,Downtown,7,6,7th Av & Logan St,68458,701 N Pennsylvania St,,Denver,CO,,39.72788859,-104.98162257,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Public Art, Bike/Pedestrian Path",ParkArt_Governors Park.pdf,govenorspark.jpg,Yes,1/21/2009 12:00:00 AM,fa41d963-025a-493f-ba79-1bcc9caf9238,86107.1811523438,1453.17956146417
188,Zeckendorf Place,Zeckendorf Place Park,335,Park,Pocket,0.34146488,Yes,1966,None,Downtown,7,3,Broadway & Speer Blvd,,675 N Lincoln St,,Denver,CO,,39.72704633,-104.98650793,PK,Public Art,ParkArt_Zeckendorf Plaza Park.pdf,zeckendorfpark.jpg,Yes,1/21/2009 12:00:00 AM,42fe2d01-0776-4f5b-b561-0fbaf878df59,14874.1499023438,606.319040799658
189,Barnum East,Barnum East Park,803,Park,Athletic Complex,11.78043267,Partial,1948,2015,SW,3,4,5th Av & Federal Blvd,75508,500 N Federal Blvd,,Denver,CO,,39.72418714,-105.02343344,PK,"Drinking Fountain, Restroom, Baseball / Softball Field, Playground, Soccer Field",ParkArt_Barnum East Park.pdf,barnumparkeast.jpg,No,2/9/2009 12:00:00 AM,f6df1b90-19bc-4296-8a97-15b7f786e17d,513153.597252131,2975.04536830633
190,Flores,Flores (Hector M) Park,322,Park,Pocket,0.35969516,Yes,1971,None,SW,7,4,4th Av & Galapago St,79245,621 W 4th Ave,,Denver,CO,,39.72278504,-104.9960523,PK,"Picnic Tables, Playground, Basketball Court, Drinking Fountain, Benches",ParkArt_Flores (Hector M) Park.pdf,florespark.jpg,Yes,1/21/2009 12:00:00 AM,c76d280b-758c-44b3-b721-6f8fcd0d7ce7,15668.2578125,500.697374792109
191,Jackie Robinson Fields,Jackie Robinson Fields,L10,Park,Athletic Complex,19.89893849,Yes - 2014,2000,2000,NE,5,3,Lowry Blvd Pkwy & Uinta Way,157887,8250 E Lowry Blvd,,Denver,CO,,39.71893041,-104.89004887,PK,"Baseball / Softball Field Complex, Press Box, Restroom, Pavilion, Drinking Fountain, Benches",ParkArt_Jackie Robinson Fields.pdf,jackierobinsonpark.jpg,No,5/19/2009 12:00:00 AM,7a9c16cd-0dff-4272-bf30-dbbd518306fe,866794.293457031,4075.97600702718
192,Sanderson Gulch,Sanderson Gulch,828,Park,Linear,52.33680673,Partial - 1956 / 2017,1951,2010,SW,2/7,4,Platte River to Sheridan Blvd,,4000 W Mexico Ave,,Denver,CO,,39.68808107,-105.02244528,PK,"Playground, Dog Park, Bike/Pedestrian Path, Sanderson Gulch Trail, Basketball Court, Baseball / Softball Field, Natural Areas, Picnic Tables, Benches",ParkArt_Sanderson Gulch Open Space.pdf,sandersongulchpark.jpg,No,8/11/2009 12:00:00 AM,d0928a94-0b03-4991-b7a1-ee3b5d7b8eac,2279782.18115234,30755.1526040933
193,Willis Case Golf Course,Willis Case Municipal Golf Course,GW2,Golf,Golf,119.44741125,Yes - 1956,1935,N/A,NW,1,1,50th Av & Tennyson St,26175,4600 W 50th Ave,,Denver,CO,,39.78782276,-105.04885027,,Golf Course,WillisCaseGolfCourse.pdf,,No,8/11/2009 12:00:00 AM,4026d29c-bf22-4ed5-bc2e-c980ecf4f075,5203108.4296875,13017.1493334558
194,Lake of Lakes,Lake of Lakes Park,157,Open Space,Open Space,5.61394267,Yes,1975,None,SW,2,4,Balsam St & Quincy Av,168641,8300 W Quincy Ave,,Denver,CO,,39.63804571,-105.09006873,PK,"Lake, Open Space, Natural Areas, Bike/Pedestrian Path",ParkArt_Lake of Lakes Park.pdf,no_imagerec.gif,Yes,8/14/2009 12:00:00 AM,211bec6f-627a-489d-bf6c-e1ad3a67dfd5,244542.364257813,2005.25943302063
196,Strain Gulch,Strain Gulch Tract,M49,Conservation Tract,Mountain,38.6662338,Yes,1924,2008,MP,None,None,,,,,,CO,,39.63284624,-105.20957811,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,d6b2e35a-cfe6-46b0-a67a-447a33e2251c,1684294.40722656,5192.15456184661
197,Mount Falcon,Mount Falcon Tract,M34,Conservation Tract,Mountain,84.42917644,Yes,1924,2008,MP,None,None,,,,,,CO,,39.6258702,-105.21726226,CA,Conservation Area.  No Public Access., ,mtfalconpark.jpg,,5/14/2010 12:00:00 AM,1c9709bf-0564-46d9-8d79-e7d2a88a7522,3677720.21484375,8272.08442435065
198,Birch Hill,Birch Hill Tract,M07,Conservation Tract,Mountain,163.74349623,Yes,1931,2008,MP,None,None,,,,,,CO,,39.60411817,-105.24514682,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,11708f60-d3cd-4600-90ea-3b7d925a31b6,7132638.16601563,13103.285804586
199,Stanley,Stanley Park Tract,M46,Conservation Tract,Mountain,74.30847136,Yes,1924,2008,MP,None,None,,,,,,CO,,39.60582048,-105.28463527,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/21/2010 12:00:00 AM,5a1572c0-c55f-4007-8679-11dbf3576b79,3236864.06494141,7684.33735688563
200,Bell,Bell Park,M03,Conservation Tract,Mountain,477.13808537,Yes,1915,2008,MP,None,None,,,,,,CO,,39.61752571,-105.30386723,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/20/2010 12:00:00 AM,c1c1d526-f563-41d6-ae76-59b731a26cf0,20784051.8613281,20966.9726115655
201,Cub Creek,Cub Creek Park,M13,Conservation Tract,Mountain,521.70905761,Yes,1922,2008,MP,None,None,,,5700 South Brook Forest Road,,Evergreen,CO,80439,39.61521056,-105.32477187,CA,Conservation Area.  No Public Access.,,cubcreekpark.jpg,,5/21/2010 12:00:00 AM,59443d5c-129f-4ddc-9b75-1f4eac40e71a,22725555.6469727,41181.7714156767
202,Dedisse,Dedisse Park,M15,Park,Mountain,420.55387026,Yes,1919,2008,MP,None,None,,,29200 Upper Bear Creek Road,,Evergreen,CO,80439,39.63218659,-105.33414974,MP,"Historic Shelter, Picnic Area, Tables, Lake, Lakehouse, Boat Rentals, Ice Skating, Events, Evergreen Lake Trail, Golf Course, Clubhouse, Restaurant, Nature Center, Pioneer Trail, Dedisse Trail",Dedisse_ParkMap.pdf,dedissepark.jpg,,5/14/2010 12:00:00 AM,37f54cc7-fe14-4027-9f04-8c622c514a57,18319253.3120117,23370.6162364207
203,Elephant Butte,Elephant Butte Tract,M20,Park,Mountain,630.04931643,Yes,1924,2008,MP,None,None,,,,,,CO,,39.62973303,-105.37472253,MP,"Wilderness Area, Scenic View Shed, Wildlife Habitat, Trails", ,no_imagerec.gif,,5/21/2010 12:00:00 AM,fb38f4b7-d4be-40cf-abc6-aa12557f410b,27444838.4438477,35504.8339628929
204,Hobbs Peak,Hobbs Peak Tract,M29,Conservation Tract,Mountain,38.84953679,Yes,1925,2008,MP,None,None,,,,,,CO,,39.59294731,-105.30288831,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/21/2010 12:00:00 AM,06b612dc-1142-41fe-8e5b-02238383f1d9,1692279.05273438,5198.91960171674
205,North Turkey Creek,North Turkey Creek Tract,M39,Conservation Tract,Mountain,39.05264402,Yes,1924,2008,MP,None,None,,,,,,CO,,39.58239265,-105.28007735,CA,Conservation Area.  No Public Access., ,turkeycreekmtnpark.jpg,,5/21/2010 12:00:00 AM,35073b44-ff96-4c2a-895e-08eb107220a0,1701126.36865234,5217.5454471783
206,Hampden Heights,Hampden Heights Park,614,Park,Community,32.72351772,Yes - 2014,1971,None,E,4,3,Cornell Av & Dayton St,147281,3301 S Clinton St,,Denver,CO,,39.65803293,-104.8774323,PK,"Benches, Picnic Tables, Playground, Basketball Court, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field, Drinking Fountain, Picnic Area",ParkArt_Hampden Heights Park.pdf,hampdenheightspark.jpg,Yes,7/5/2023 12:00:00 AM,462423e8-4686-41e9-8d9b-0450b1817ba5,1425430.74267578,17634.5855789754
209,City Park Municipal Golf Course,City Park Municipal Golf Course,GC1,Golf,Golf,138.8272098,Yes - 1956 / 2014 / 2020,1914,N/A,E,9,2,23rd Av & York St,58322,2500 N York St,,Denver,CO,,39.75279644,-104.95036585,,Golf Course ,CityParkGolfCourse.pdf,no_imagerec.gif,Yes,1/1/2014 12:00:00 AM,07e31807-0ffe-4009-ae7e-044fd635dad7,6047289.06689453,13105.0948924327
210,Harvey,Harvey Park,130,Park,Community,24.48127869,Yes - 1956,1954,None,SW,2,4,Evans Av & Tennyson St,118257,2120 S Tennyson Way,,Denver,CO,,39.67866999,-105.0414696,PK,"Recreation Center, Drinking Fountain, Picnic Tables, Playground, Flower Beds, Lake, Outdoor Pool, Restroom, Bike/Pedestrian Path, Football Field, Soccer Field, Horseshoe Pits, Picnic Area, Fitness Equipment",ParkArt_Harvey Park.pdf,harveypark.jpg,No,11/25/2008 12:00:00 AM,e586faa9-f3a4-41a2-a81c-047b242c7a7e,1066400.23046875,7226.67757912395
211,Observatory,Observatory Park,818,Park,Neighborhood,10.44621369,Yes - 1956,1904,None,SW,6,3,Evans Av & Fillmore St,110290,2100 S Fillmore St,,Denver,CO,,39.6764225,-104.95296167,PK,"Observatory, Picnic Tables, Playground, Restroom, Drinking Fountain, Basketball Court, Baseball / Softball Field, Tennis Court, Picnic Area",ParkArt_Observatory Park.pdf,observatorypark.jpg,Yes,12/23/2008 12:00:00 AM,1f998829-9f1e-4fb5-8a57-33921d6de2a6,455035.248046875,3867.90909385906
212,Rosedale,Rosedale Park,826,Park,Neighborhood,12.9203793,Yes - 1956,1921,None,SW,7,4,Iliff Av & Logan St,115356,300 E Iliff Ave,,Denver,CO,,39.67280553,-104.98386584,PK,"Benches, Community Garden, Natural Areas, Bike/Pedestrian Path, Picnic Tables",ParkArt_Rosedale Park.pdf,rosedalepark.jpg,Yes,12/23/2008 12:00:00 AM,a1c79b99-3b94-486c-8501-621e088528f8,562809.470703125,3708.92937557471
213,DeBoer,DeBoer (SR) Park,805,Park,Neighborhood,4.74972371,Partial - 1956,1956,None,SW,6,3,Harvard Av & Vine St,113549,2505 S York St,,Denver,CO,,39.67069016,-104.96171252,PK,"Drinking Fountain, Picnic Tables, Basketball Court, Playground, Bike/pedestrian Path, Harvard Gulch Trail",ParkArt_DeBoer (SR) Park.pdf,deboerpark.jpg,Yes,12/23/2008 12:00:00 AM,e9fc5022-54f9-43d3-ab37-d03c585e1d6d,206897.138671875,2525.68515853185
214,City of Kunming,City of Kunming Park,833,Park,Neighborhood,3.6640849,Yes - 1956,1908,None,SW,7,4,Sherman St & Harvard Av,356801,200 E Harvard Ave,,Denver,CO,,39.67037241,-104.98462032,PK,"Benches, Plaza, Drinking Fountain, Flower Beds",ParkArt_City of Kunming Park.pdf,citykunmingpark.jpg,Yes,12/23/2008 12:00:00 AM,3eff6005-4529-43dc-84b3-f2999181ef9e,159606.899414063,1732.02063376351
216,McWilliams,McWilliams (Robert H) Park,814,Park,Neighborhood,7.8574435,Yes,1958,None,SW,6,3,St Paul St & Yale Av,366241,2701 E Yale Ave,,Denver,CO,,39.668035,-104.95233909,PK,"Drinking Fountain, Picnic Tables, Playground, Restroom, Basketball Court, Bike/Pedestrian Path, Harvard Gulch Trail, Baseball / Softball Field, Soccer Field, Picnic Area",ParkArt_McWilliams (Robert H) Park.pdf,mcwilliamspark.jpg,Yes,12/11/2009 12:00:00 AM,7d1d2597-632e-4c96-9e9d-cfd7fbb095fb,342268.869140625,3949.53517144969
217,Bates & Hobart,Unnamed Bates & Hobart Park,142,Park,Neighborhood,6.36718184,Yes,1963,None,SW,2,4,Bates Av & Hobart Way,366281,6000 W Bates Ave,,Denver,CO,,39.66160916,-105.06064009,PK,"Benches, Picnic Tables, Playground, Soccer Field, Bike/Pedestrian Path, Horseshoe Pits",ParkArt_Unnamed Bates and Hobart Park.pdf,bateshobartpark.jpg,Yes,11/7/2008 12:00:00 AM,6ca26c25-d0ee-4e38-b31f-7a5b676e932d,277353.334472656,2179.82076331189
218,St Patrick's,St. Patrick's Neighborhood Park,043,Park,Pocket,0.2838398,Partial,1981,None,NW,1,1,33rd Av & Pecos St,44073,3312 N Pecos St,,Denver,CO,,39.7634593,-105.00612202,PK,"Drinking Fountain, Picnic Tables, Benches, Playground, Plaza",ParkArt_St. Patrick's Neighborhood Park.pdf,stpatrickspark.jpg,Yes,3/11/2009 12:00:00 AM,526649f7-ac32-4634-9203-4ef75ed83db6,12364.0122070313,447.289719231671
220,Hampden Heights West,Hampden Heights West Park,615,Park,Linear,4.28977689,Yes - 2016 ,1973,N/A,E,4,3,Eastman Av & Xanthia Ct,356983,8674 E Eastman Ave,,Denver,CO,,39.65775007,-104.88793324,,"Bike/Pedestrian Path, Open Space, Natural Areas",ParkArt_Hampden Heights West Park.pdf,hampdenheightspark.jpg,Yes,6/12/2009 12:00:00 AM,2ed8d8ee-f583-44f4-88ec-5b1353757286,186861.933105469,7791.24321452048
223,Jefferson & Kendall,Unnamed Jefferson & Kendall Park,156,Park,Neighborhood,2.42292646,Yes - 2007,1976,None,SW,2,4,Jefferson Av & Kendall Blvd,176719,3599 S Kendall St,,Denver,CO,,39.65047935,-105.06710545,PK,"Picnic Tables, Playground, Baseball / Softball Field, Bike/Pedestrian Path",ParkArt_Unnamed Jefferson and Kendall Park.pdf,jeffersonkendallpark.jpg,Yes,11/20/2008 12:00:00 AM,a82491ab-04df-4c71-97bc-2b790ef4bfa2,105542.254882813,1312.04122860326
224,Goldsmith Gulch (North),Goldsmith Gulch North,609,Park,Linear,5.40499114,No,1965,N/A,E,4,3,Goldsmith Gulch - Hampden Av to Mansfield Av,,3801 S Tamarac Dr,,Denver,CO,,39.64686875,-104.89661029,,"Bike/Pedestrian Path, Open Space, Natural Areas",ParkArt_Goldsmith Gulch North.pdf,no_imagerec.gif,Yes,7/17/2009 12:00:00 AM,06ee723b-f2e4-4ea8-8227-d293cd2281e1,235440.472167969,5982.5862709508
225,Rosamond,Rosamond Park,621,Park,Community,35.64373762,Yes,1963,None,E,4,3,Tamarac Dr & Quincy St,173139,8051 E Quincy Ave,,Denver,CO,,39.64062663,-104.89512424,PK,"Benches, Drinking Fountain, Playground, Basketball Court, Bike/Pedestrian Path, Football Field, Soccer Field,Tennis Court, Flower Beds, Picnic Tables, Picnic Shelter, Parking Lot, Picnic Area",ParkArt_Rosamond Park.pdf,rosamondpark.jpg,Yes,1/9/2009 12:00:00 AM,bfab03f9-3aba-44ed-b909-040d63174631,1552634.99511719,4978.98034078111
